Fax Modem Speed,Number Of Cartridges Included,Battery Type,Tray Capacity,Printer Resolution (Color),ISO Mono Print Speed,Phone Included,Number Of Speed Dials,Supported Paper Sizes,Mobile Device Printing,Compatible Cartridges,Provider_Product_ID,Black Printer Resolution,Maximum Fax Page Memory,EPEAT Qualified,Printer Type,Double-Sided Printing,Batteries Included,pricematch,Copier Resolution (Color),Print Quality,Print (Color) Speed,Type of Interface,Automatic Document Feeder Capacity,Copier Resolution,Media Sizes,Paper Compatibility,Touch Screen,Print (Black/Monochromatic) Speed,Integrated Fax,ENERGY STAR Certified,Copier Speed (B&W),Media Types,Maximum Photo Length,Display Screen Size,Transparency Scanning,Minimum System Requirements,Input Paper Capacity,Duty Cycle,Automatic Document Feeder,Integrated Answering System,Paper Handling,Compact Design,Print Speed (B&W),Multiple Copies,Maximum Document Width,Color Category,Number Of Cartridges Required,Automatic Redial,Maximum Document Length,EPEAT Level,Copier Resolution (Black),Duplex Scan Function,Dye-Sublimation Printer,Networking,Scan (Monochromatic) Speed,Scan (Color) Speed,Print Head Type,Interface(s),Printer Resolution (Black),Fax Machine Type,Maximum Number Of Copies,Scanner Type,Automatic Reduction/Enlargement,Ink Subscription Service Available,Maximum Photo Width,Scan Method,Copy Speed,Scanner Resolution (dpi),DND Omega Publish,Included Software,Networking Capabilities,Photo Printer,Internet Fax Capability,Scanner Resolution,Wireless Networking,Two-Sided Printer,Connector Type(s),Portable,Paper Feeder,Printer Connectivity,Drop Size,Print Speed (Color),Internal Memory,Copy (Color) Speed,PictBridge Enabled,Integrated Caller ID,Memory,Maximum Paper Capacity,Copy (Black/Monochromatic) Speed,ISO Color Print Speed,TWAIN Compliant,Memory Card Slot,Display Screen,Memory Card Type,Monochromatic/Color
N/A,N/A,N/A,N/A,Up to 1200 x 1200,33 pages per minute,N/A,N/A,"Tray 1: A4, RA4, A5, B5 (JIS), B6 (JIS), A6, 3.9"" x 5.9"", envelopes (B5, C5 ISO, C6, DL ISO), 3"" x 5"" to 8.5"" x 14""; Tray 2: A4, A5, B5 (JIS), A6, 3.9"" x 5.9"", 4"" x 5.8"" to 8.5"" x 11.7""",Yes,N/A,N/A,N/A,N/A,Yes,Printer,Yes,N/A,yes,N/A,N/A,32 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,32 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows 2003 (SP1 or later), 2008 (32- or 64-bit), 2008 R2 (64-bit), XP (SP2 or later), Vista or 7; 200MB available hard disk space; Mac: OS X v10.5 or v10.6; 150MB available hard disk space",N/A,"Up to 75,000",N/A,N/A,Up to 1100 sheets,N/A,N/A,N/A,N/A,White,4,N/A,N/A,Silver,N/A,N/A,N/A,Wired,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,33 pages per minute,N/A,No,Yes,N/A,Color
33.6 kilobits per second,1,N/A,250,N/A,N/A,N/A,N/A,"Up to 8.5"" x 14"" (legal); manual feed slot: 3"" to 8.5"" in width and 5"" to 14"" in length",Yes,N/A,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,N/A,N/A,N/A,N/A,35 sheets,N/A,N/A,N/A,N/A,32 pages per minute,Yes,No,N/A,N/A,N/A,2.7 inches,N/A,"PC: Windows XP (Home, Professional and Professional x64 editions), Vista, 7, 8 or 8.1, Windows Server 2003 (32- or 64-bit), 2008, 2008 R2, 2012 or 2012 R2, Mac: OS X 10.7.5, 10.8.x or 10.9.x; Linux",N/A,"Up to 10,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,Black,1,N/A,14 inches,N/A,Up to 600 x 600,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 2400 x 600,N/A,99,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 2400 x 600,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,32 copies per minute,N/A,N/A,No,Yes,N/A,Monochromatic
N/A,1,N/A,150,N/A,19 pages per minute,N/A,N/A,"Letter, legal",No,Canon cartridge 125,N/A,N/A,N/A,No,Printer,No,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows Server 2003, Server 2008, Server 2008 R2, Server 2012, XP, Vista, 7 or 8; Linux",N/A,"Up to 5,000",N/A,N/A,150 sheets,N/A,N/A,N/A,8.5 inches,White,1,N/A,14 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,Laser,N/A,Up to 600 x 600,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,"Canon drivers, network setup tool",N/A,No,N/A,N/A,N/A,N/A,N/A,No,Front loader,USB 2.0|Wi-Fi,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,Monochromatic
N/A,5,N/A,100,Up to 4800 x 1200,12.2 pages per minute,N/A,N/A,"Letter, legal, U.S. #10 envelopes, 4"" x 6"", 5"" x 7"", 8"" x 10""",Yes,"PGI-250, CLI-251",N/A,N/A,N/A,Yes,All In One,Yes,N/A,N/A,Up to 600 x 600,N/A,8.7 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,12.2 pages per minute,N/A,No,N/A,N/A,N/A,2.5 inches,N/A,"PC: Windows XP (32-bit with SP3), Vista (SP1 or SP2), 7, 7 (SP1) or 8, Mac: OS X v10.6.8 - 10.8",N/A,Unknown,N/A,N/A,Up to 100 sheets,N/A,N/A,N/A,8.5 inches,Black,5,N/A,14 inches,Silver,Up to 600 x 600,N/A,N/A,Wireless,7.2 copies per minute,7.2 copies per minute,N/A,N/A,Up to 600 x 600,N/A,99,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 2400 x 1200,N/A,N/A,N/A,No,Bottom loader,USB|Apple AirPrint,N/A,N/A,No,7.2 copies per minute,N/A,N/A,N/A,N/A,7.2 copies per minute,8.7 pages per minute,N/A,No,Yes,N/A,N/A
N/A,1,N/A,250,N/A,35 pages per minute,N/A,N/A,"Letter, legal, executive, 8.5"" x 13"", 3"" x 5"" to 8.5"" x 14"", 4.1"" x 5.8"" to 8.5"" x 14""",Yes,"HP 80A Black LaserJet Toner Cartridge, CF280A; HP 80X Black LaserJet Toner Cartridge, CF280X",N/A,N/A,N/A,No,Printer,Yes,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35 pages per minute,N/A,No,N/A,N/A,N/A,1.82 inches,N/A,"PC: Windows XP, Vista, 2003, 2008 or 7; Mac: OS X 10.5, 10.6 or 10.7; Linpus Linux: 9.4 or 9.5; Red Hat Enterprise Linux: 5.0 or 6.0; OpenSuSE: 11.3 or 11.4; Fedora: 14 or 15; Ubuntu: 10.04, 10.10 or 11.04; Debian: 5.0, 6.0 or HPUX11i",N/A,"Up to 50,000",N/A,N/A,Up to 300 sheets,N/A,N/A,N/A,8.5 inches,Black,1,N/A,14 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 1200 x 1200,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,Printer documentation and software on CD-ROM,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Yes,N/A,Monochromatic
N/A,N/A,N/A,150,Up to 9600 x 2400,N/A,N/A,N/A,"4"" x 6"", 5"" x 7"", 8"" x 10"", 11"" x 17"", 13"" x 19"", letter, legal, U.S. #10 envelopes",Yes,"PGI-250 Pigment Black XL, CLI-251 Cyan XL, CLI-251 Magenta XL, CLI-251 Yellow XL and more",N/A,N/A,N/A,Yes,Printer,N/A,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows XP (32-bit, SP3), Vista (SP1, SP2), 7, 7 (SP1), 8 or 8.1; Mac: OS X v10.6.8 - 10.9",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Black,4,N/A,N/A,Silver,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 600 x 600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,N/A,USB,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A
N/A,2,Lithium-ion,50,Up to 4800,5 pages per minute,N/A,N/A,"Letter, legal, statement, executive, envelopes (#10, Monarch), cards (3"" x 5"", 4"" x 6"", 5"" x 8""), photo (5"" x 7"", 4"" x 6"")",Yes,HP 98; HP 95; HP 94; HP 97; HP 99,N/A,N/A,N/A,No,Printer,Yes,Yes,yes,N/A,N/A,18 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,22 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,"Intel&#174; Pentium&#174; II, Celeron&#174; or compatible processor 233MHz or higher; Windows XP, Vista or 7; 512MB RAM; Mac: PowerPC G2, G4, G5 or Intel&#174; Core&#8482; processor; OS X 10.4.11 or 10.5; 256MB RAM; 500GB hard drive space; USB port",N/A,Up to 500,N/A,N/A,Up to 50 sheets,N/A,N/A,N/A,8.5 inches,Gray,2,N/A,14 inches,N/A,N/A,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,Up to 600 x 600,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Starter CD with printer drivers,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Yes,Tray loader,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,3.5 pages per minute,N/A,No,No,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Up to 1200 x 1200 dpi,N/A,N/A,N/A,N/A,N/A,yes,N/A,For documents,N/A,"USB,",N/A,N/A,"3"" x 5"", 4"" x 6"", 5"" x 8"", 8.50"" x 13"", Custom Size, Envelope No. 10, Envelope No. 9, Executive, Legal, Letter, Monarch Envelope, Postcard, Statement",N/A,N/A,N/A,N/A,N/A,N/A,"Bond Paper, Card Stock, Color Paper, Envelope, Extra Heavy Paper, Film, Glossy Paper, Heavy Media, Letterhead, Light Paper, Plain Paper, Pre-punched Paper, Preprinted Paper, Recycled Paper, Rough Paper, Transparency, pack",N/A,N/A,N/A,N/A,Up to 100 sheets,N/A,N/A,N/A,N/A,N/A,Up to 35 ppm (Print speeds vary with use. See manufacturer for info on print speeds.),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35 ppm,N/A,N/A,N/A,N/A,512MB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33.6 kilobits per second,1,N/A,300,N/A,35 pages per minute,N/A,N/A,"3"", x 5"", 4.1"" x 5.8"", 8.5"" x 14""",Yes,N/A,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,N/A,N/A,N/A,N/A,50 sheets,N/A,N/A,N/A,N/A,35 pages per minute,Yes,Yes,N/A,N/A,N/A,3.5 inches,N/A,"PC: 233MHz Intel Pentium processor; Windows XP, Vista or 7; 400MB available hard drive space; up to 2GB RAM; Mac: PowerPC G4, G5 or Intel Core processor; OS X 10.5, 10.6 or 10.7; 500MB available hard drive space; USB port",N/A,"Up to 50,000",N/A,N/A,Up to 300 sheets,N/A,N/A,N/A,8.5 inches,Black,1,N/A,14 inches,N/A,Up to 600 x 600,N/A,N/A,Wired,20 copies per minute,N/A,N/A,N/A,Up to 1200 x 1200,N/A,99,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 1200 x 1200,N/A,N/A,N/A,No,N/A,USB,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,35 copies per minute,N/A,N/A,N/A,Yes,N/A,Monochromatic
N/A,4,N/A,N/A,Up to 4800 x 1200,16 pages per minute,N/A,N/A,"3.5"" x 5"", 4"" x 6"", 5"" x 7"", 8"" x 10"", 8.5"" x 11"", A4, B5, A5, A6, half letter, executive and user definable from 3.5"" to 44"" long",Yes,676XL,N/A,N/A,N/A,No,Printer,Yes,N/A,yes,N/A,N/A,11 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,16 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows 7 (32- or 64-bit), Vista (32- or 64-bit), XP SP1 or higher (32-bit) or XP Professional x64 Edition; Mac: OS X 10.4.11, 10.5x, 10.6x or 10.7x",N/A,"Up to 20,000",N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,Black,4,N/A,44 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 4800 x 1200,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,USB 2.0|Apple AirPrint|Google Cloud Print,3 picoliters,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,11 pages per minute,N/A,No,No,N/A,N/A
N/A,2,N/A,250,N/A,40 pages per minute,N/A,N/A,"Letter, legal, executive, A4, A5, A6, B5, B6, custom sizes from 3&quot, x 5"" to 8.5"" x 16""",Yes,N/A,N/A,N/A,N/A,No,Printer,Yes,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,"Windows, Mac or Linux",N/A,"Up to 50,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,Black,2,N/A,16 inches,N/A,N/A,N/A,N/A,Wired,N/A,N/A,N/A,N/A,Up to 1200 x 1200,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Monochromatic
33.6 kilobits per second,1,N/A,N/A,N/A,21 pages per minute,N/A,N/A,"3"", x 5"", to 8.5"" x 14"", letter, legal and executive, envelopes (#10 and Monarch #7 3/4) and postcards (standard #10)",Yes,N/A,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,N/A,N/A,N/A,N/A,35 sheets,N/A,N/A,N/A,N/A,21 pages per minute,Yes,No,N/A,N/A,N/A,3 inches,N/A,"Windows 8 (32/64-bit), Windows 7 (32-bit/64-bit), Windows Vista (32-bit/64-bit), Windows XP (32-bit) (SP2 or higher), 200 MB minimum hard disk space required (CD and Web Package), 400 MB minimum hard disk space required (Box Spec for Smart Install)",N/A,"Up to 8,000",N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,Black,1,N/A,14 inches,N/A,Up to 600 x 600,N/A,N/A,Wired/Wireless,7 copies per minute,N/A,N/A,N/A,Up to 600 x 600,N/A,100,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 1200,N/A,N/A,N/A,No,N/A,USB|Apple AirPrint|HP ePrint,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,21 copies per minute,N/A,N/A,No,Yes,N/A,Monochromatic
N/A,1,N/A,600,N/A,52 pages per minute,N/A,N/A,"A4, RA4, A5, B5 (JIS), B6 (JIS), A6, 4&quot, x 6&quot,, envelopes (B5 ISO, C5 ISO, C6 ISO, DL ISO), 3"" x 5"" to 8.5"" x 14""",No,N/A,N/A,N/A,N/A,Yes,Printer,Yes,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50 pages per minute,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"PC: Windows Server 2003 (SP1 or later), XP (SP2 or later), Vista, 7, Server 2008 (32- or 64-bit) or Server 2008 R2 (64-bit), 200MB available hard disk space, Mac: OS X v10.5, v10.6 or v10.7; 150MB available hard disk space",N/A,"Up to 225,000",N/A,N/A,Up to 600 sheets,N/A,N/A,N/A,8.5 inches,White,1,N/A,14 inches,Silver,N/A,N/A,N/A,Wired,N/A,N/A,N/A,N/A,Up to 1200 x 1200,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Yes,N/A,Monochromatic
N/A,N/A,N/A,N/A,Up to 1200 x 600,21 pages per minute,N/A,N/A,"Letter, legal",Yes,"PGI-2200 XL, PGI-2200",N/A,N/A,N/A,No,All In One,N/A,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows 8, Windows 8.1, Windows 7, Windows Vista, Windows XP SP3 32-bit, Windows Server 2012, 2012 R215, Windows Server 2008, 2008 R215, Windows Server 2003, 2003 R215, Mac: 16 Mac OS X v10.6.8 - 10.9",N/A,"Up to 30,000",N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,Black,4,N/A,11.7 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 1200 x 600,N/A,N/A,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 1200 x 1200,N/A,N/A,N/A,No,N/A,Google Cloud Print,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,5 copies per minute,15 pages per minute,N/A,No,N/A,N/A,N/A
33.6 kilobits per second,1,N/A,250,N/A,N/A,N/A,N/A,"Letter, legal, A4, A5, B5, statement, executive",Yes,Cartridge 128,N/A,N/A,N/A,Yes,All In One,Yes,N/A,yes,N/A,N/A,N/A,N/A,50 sheets,N/A,N/A,N/A,N/A,26 pages per minute,Yes,Yes,N/A,N/A,N/A,N/A,N/A,"PC: Windows XP, Server 2003, Vista, Server 2008, Server 2008 R2, 7 or 8; Mac: OS X 10.5.8 or later",N/A,"Up to 10,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,Black,1,N/A,14 inches,Bronze,Up to 600 x 600,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 600 x 600,N/A,99,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,"Printer driver, Fax driver, Scanner driver, MF Toolbox, AddressBookTool, Presto! PageManager, SSID Tool",N/A,Yes,N/A,Up to 600 x 600,N/A,N/A,N/A,No,Multipurpose tray,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,26 copies per minute,N/A,N/A,No,Yes,N/A,Monochromatic
N/A,1,N/A,250,Up to 2400 x 600,23 pages per minute,N/A,N/A,"Letter, legal, executive, A4, A5, A6, B5, B6, envelopes, custom (3&quot, - 8.5&quot, width, 4.6"" - 14"" length)",Yes,N/A,N/A,N/A,N/A,No,Printer,Yes,N/A,yes,N/A,N/A,23 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,23 pages per minute,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"Windows, Mac OS, Linux",N/A,"Up to 30,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,Black,2,N/A,14 inches,N/A,N/A,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,USB,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,23 pages per minute,N/A,No,Yes,N/A,Color
N/A,1,N/A,550,N/A,35 pages per minute,N/A,N/A,"Letter, legal, A4, A5, B5, statement, executive, envelopes (Com 10, Monarch, DL, C5, B5)",Yes,N/A,N/A,N/A,N/A,Yes,Printer|Copier|Fax|Scanner,Yes,N/A,yes,N/A,N/A,N/A,N/A,50 sheets,N/A,N/A,N/A,N/A,35 pages per minute,N/A,No,N/A,N/A,N/A,2.7 inches,N/A,"PC: Windows 2000, XP, Server 2003, Vista, Server 2008, 7 or 8, Mac: OS X 10.4.9 or later, Linux (printing only); available USB 2.0 or network port",N/A,"Up to 20,000",N/A,N/A,Up to 550 sheets,N/A,N/A,N/A,8.5 inches,White,1,N/A,14 inches,Bronze,Up to 600 x 600,N/A,N/A,Wired,18 copies per minute,N/A,N/A,N/A,Up to 600 x 600,N/A,99,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 600 x 600,N/A,N/A,N/A,No,"Cassette, Multipurpose tray",USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,35 copies per minute,N/A,N/A,N/A,Yes,N/A,Monochromatic
N/A,1,N/A,250,N/A,24 pages per minute,N/A,N/A,Letter,Yes,Canon cartridge 137,N/A,N/A,N/A,Yes,All In One,No,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24 pages per minute,N/A,No,N/A,N/A,N/A,3 inches,Yes,"PC: Windows Server 2003, Server 2008, Server 2008 R2, Server 2012, XP, Vista, 7 or 8; Linux",N/A,"Up to 8,000",N/A,N/A,250 sheets,N/A,N/A,N/A,8.5 inches,Black,1,N/A,14 inches,Bronze,Up to 600 x 600,N/A,N/A,Wired/Wireless,15 copies per minute,15 copies per minute,Laser,N/A,Up to 600 x 600,N/A,N/A,Flatbed,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 600 x 600,N/A,N/A,N/A,No,Front loader,USB 2.0|Ethernet|Wi-Fi,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,24 copies per minute,N/A,N/A,No,Yes,N/A,Monochromatic
N/A,N/A,N/A,N/A,Up to 1200 x 1200,N/A,N/A,N/A,"U.S. Letter, U.S. Legal, Cabinet, Mutsugiri, A4, A6, 4 x 6 inches, B5, Borderless B5",No,HP 650 Black; HP 650 Tri-Color,N/A,N/A,N/A,No,Printer|Copier|Scanner,N/A,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows XP SP3 (32-bit only): Intel Pentium II, Celeron or compatible processor with 233MHz processor speed; 750MB hard disk space; CD-ROM/DVD drive or Internet connection; USB port; Internet Explorer 6",N/A,"Up to 1,000",N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,Silver,2,N/A,14 inches,N/A,N/A,N/A,N/A,Wired,N/A,N/A,N/A,N/A,Up to 600 x 600,N/A,N/A,Flatbed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A
4.2 kilobits per second,1,N/A,250,N/A,26 pages per minute,N/A,N/A,"Letter, legal, envelopes, postcards, 3"" x 5"" to 8.5"" x 14"" (priority tray), 3"" x 7.4"" to 8.5"" x 14"" (250-sheet tray)",Yes,"HP 83A CF283A, HP 83X CF283X",N/A,N/A,N/A,Yes,All In One,Yes,N/A,yes,N/A,N/A,N/A,N/A,35 sheets,N/A,N/A,N/A,N/A,26 pages per minute,Yes,Yes,N/A,N/A,N/A,0 inches,Yes,"PC: Windows Server 2003 (32-bit, SP1) or Server 2003 RS (32-bit): 1.0GHz (32-bit, x86) processor; 1GB RAM (32-bit); ; Windows XP (32-bit, SP2 or later): Intel&#174; Pentium&#174; 233MHz processor; 512MB; RAM",N/A,"Up to 8,000",N/A,N/A,"250-sheet input tray, 10-sheet priority tray, 35-sheet ADF (Automatic Document Feeder), 100-sheet output bin, automatic duplex",N/A,N/A,N/A,8.5 inches,Black,1,N/A,14 inches,Silver,Up to 600 x 600,N/A,N/A,Wired,15 copies per minute,6 copies per minute,N/A,N/A,Up to 600 x 600,N/A,99,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,"HP Installer/Uninstaller, HP PCL 6 print driver, Status Alerts, HP Update, DXP, HP DeviceToolBox, HPDU, HP Postscript driver, HP Setup Assistant, HP Utility, HP Firmware Updater",N/A,No,N/A,Up to 1200 x 1200,N/A,N/A,N/A,No,Bottom loader,Ethernet,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,26 copies per minute,N/A,Yes,No,Yes,N/A,Monochromatic
33.6 kilobits per second,1,N/A,250,N/A,29 pages per minute,N/A,N/A,"3"" x 5"" - 8.5"" x 14""",Yes,"MLT-D116S, MLT-D116L, MLT-R116",N/A,N/A,N/A,No,All In One,Yes,N/A,yes,N/A,N/A,N/A,N/A,40 sheets,N/A,N/A,N/A,N/A,29 pages per minute,Yes,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows 2000 (32- or 64-bit), XP, 2003, 2008 Server, Vista or 7; Mac: OS X 10.3 - 10.7; Linux",N/A,"Up to 12,000",N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,White,N/A,N/A,14 inches,N/A,Up to 1200 x 1200,N/A,N/A,Wireless,17 copies per minute,N/A,N/A,N/A,Up to 4800 x 600,N/A,99,Other,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 4800 x 4800,N/A,N/A,N/A,No,N/A,Wi-Fi,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,29 copies per minute,N/A,Yes,N/A,N/A,N/A,Monochromatic
N/A,1,N/A,150,N/A,15 pages per minute,N/A,N/A,"3"" x 5"" - 8.5"" x 14""",Yes,MLT-D111S toner,N/A,N/A,N/A,No,Printer,Yes,N/A,yes,N/A,N/A,N/A,N/A,150 sheets,N/A,N/A,N/A,N/A,21 pages per minute,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"PC: Windows 2003, 2008, 2008 R2, Server 2012, XP, Vista, 7 or 8 (32- or 64-bit); Mac: OS X 10.5 - 10.9; Linux",N/A,"Up to 10,000",N/A,N/A,Input: up to 150 sheets; Output: up to 100 sheets,N/A,N/A,N/A,8.5 inches,Multi,1,N/A,14 inches,N/A,N/A,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,Up to 1200 x 1200,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,Tray loader,Wi-Fi,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,Monochromatic
