Number Of Speakers,Video Input(s),Maximum Contrast Ratio (Dynamic),Language Options,Headphone Jack,Video Output(s),Surround Sound Supported,RF Antenna Input,Smart Capable,USB Port,Media Card Slot,3D-Ready,PC Input,Viewing Modes,Sound Leveler,Mount Type,DVD Player Included,Product Height (without stand),S-Video Inputs,USB Input,Instant Content Supported,Maximum Resolution,Screen Size,On-Screen Display Languages,Product Depth (with stand),Video Outputs,Sleep Timer,3D Technology,Battery Type,DVI Inputs,Number Of Composite Video Inputs,Brightness,Digital Tuner,Power Consumption (watts) Power On,Product Depth Without Stand,Closed Captioning,Digital Comb Filter,Product Weight With Stand,Specific Manufacturer Technologies,Battery Size,Product Height With Stand,Product Height Without Stand,Composite Inputs,Product Depth With Stand,Power Consumption (watts) Stand-by,Estimated Yearly Electricity Use (kWh),Instant Content,VESA Wall Mount Standard,TV/DVD Combo,Minimum Contrast Ratio (Dynamic),Estimated Annual Operating Cost,Component Video Inputs,Horizontal Viewing Angle,Product Weight Without Stand,Number Of HDMI Inputs,Alarm Timer,Number Of HDMI Outputs,Screen Refresh Rate,Batteries Included,TV Type,Screen Size (Measured Diagonally),Secure Digital Memory Card Slot,Speakers,Resolution (Native),Vertical Resolution,Anti-Glare Screen Coating,V-Chip,Refresh Rate,Watts/Channel,PC Inputs,Curved Screen,Resolution,DLNA Certified,Media Card Compatibility,Dynamic Contrast Ratio,Local Dimming,Estimated Annual Electricity Use,Built-In Player,Cable(s) Included,Speaker Output,Input(s),HDMI Inputs,Number Of Analog Audio Outputs,Number Of USB Port(s),Network Compatibility,Maximum Contrast Ratio (Native),A/V Outputs,Color Category,ENERGY STAR Certified,Number Of Auxiliary Inputs,Display Type,Aspect Ratio,Speaker Output Power,Indoor Or Outdoor Use,Audio Outputs,Widescreen,Language(s) Displayed,DND Omega Publish,Simulated Surround,EPEAT Qualified,Mount Bracket/VESA Pattern,Remote Control Type,Estimated Yearly Operating Cost,Volume Leveler,pricematch,Ethernet Port,DLNA,Screen Size Class,EPEAT Level,Product Depth (without stand),Number Of DVI Inputs,Wall Mountable,Headphone Jacks,Number Of Digital Optical Audio Outputs,Product Height (with stand),Weather Resistant,Channel Labeling,Number Of Component Video Inputs,Speaker Location,Integrated Camera,Vertical Viewing Angle
N/A,N/A,N/A,"English, French, Spanish",N/A,N/A,N/A,1,N/A,"Yes, for service only",No,N/A,N/A,N/A,N/A,N/A,N/A,"13-1/4""",N/A,Yes,N/A,1920 x 1080,N/A,N/A,"5-3/4""",N/A,N/A,N/A,N/A,N/A,N/A,200 cd/m&#178;,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,51.1,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,60Hz,N/A,LED,"24""",N/A,2,N/A,1080p,N/A,N/A,N/A,3,1,N/A,N/A,N/A,N/A,"10,000:1",N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,16:9,6W,N/A,1,N/A,N/A,Yes,N/A,No,100 x 100,N/A,$5.60,N/A,yes,N/A,N/A,"24""",N/A,"1-7/8""",N/A,N/A,Yes,N/A,"14-7/8""",N/A,N/A,N/A,N/A,N/A,N/A
2,Component video|Composite video|HDMI,4000000,N/A,No,Component video|Composite video,N/A,Yes,Yes,N/A,No,N/A,No,Game,N/A,N/A,N/A,N/A,N/A,N/A,Netflix|YouTube|Hulu Plus|VUDU|CinemaNow|Twitter|Flickr|Picasa|Pandora|Rhapsody|AccuWeather|Other,1920 x 1080,64.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,2.76 inches,Yes,N/A,59.52 pounds,AquoMotion 240,N/A,34.96 inches,33.43 inches,N/A,14.72 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,39 United States dollars,N/A,N/A,56.22 pounds,3,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,356 kilowatt hours,N/A,Not Applicable,20 watts,N/A,N/A,1,1,Built-in Wi-Fi,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,Yes,N/A,N/A,N/A,65 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Amazon Video|Hulu Plus|MLB.TV|Netflix|Skype|Spotify|YouTube,1080 x 1920,41.9 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,2.25 inches,N/A,N/A,N/A,N/A,N/A,24 inches,22.38 inches,N/A,8.63 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,7 United States dollars,N/A,N/A,21.2 pounds,3,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,64 kilowatt hours,N/A,USB,20 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Magic,N/A,N/A,N/A,N/A,N/A,42 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Facebook|Hulu Plus|Netflix|Pandora|YouTube,1080 x 1920,48 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,2.5 inches,N/A,N/A,24.2 pounds,N/A,N/A,26.67 inches,24.86 inches,N/A,8.27 inches,N/A,N/A,N/A,200mm x 200mm,No,N/A,12 United States dollars,N/A,N/A,20.9 pounds,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,110.94 kilowatt hours,N/A,AC power,20 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,yes,N/A,N/A,48 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
N/A,Composite video|Component video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hulu Plus|Netflix|Pandora|Skype|YouTube,1920 x 1080,54.63 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,1,N/A,Yes,N/A,3.13 inches,N/A,N/A,36.1 pounds,N/A,N/A,29.63 inches,28.13 inches,N/A,8 inches,N/A,N/A,N/A,N/A,No,N/A,17 United States dollars,N/A,N/A,31.7 pounds,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,151 kilowatt hours,N/A,USB,40 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,OLED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Magic,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video,5000000,N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,N/A,No,Game,N/A,N/A,N/A,N/A,N/A,N/A,None,1920 x 1080,54.6 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,240 candela per square meter,Yes,N/A,3.2 inches,N/A,Yes,47.4 pounds,N/A,N/A,29.8 inches,28.5 inches,N/A,8.7 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,21 United States dollars,N/A,178 degrees,41.9 pounds,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1920 x 1080,1080,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,190 kilowatt hours,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,2500,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,Yes,1,N/A,N/A,178 degrees
2,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Facebook|Hulu Plus|Netflix|Pandora|YouTube,1080 x 1920,23.54 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,2.11 inches,N/A,N/A,7.1 pounds,N/A,N/A,14.55 inches,13.8 inches,N/A,4.4 inches,N/A,N/A,N/A,100mm x 100mm,N/A,N/A,5 United States dollars,N/A,N/A,6.8 pounds,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,49 kilowatt hours,N/A,AC power,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Smart,N/A,N/A,yes,N/A,N/A,24 inches,N/A,N/A,0,Yes,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
2,HDMI,N/A,N/A,No,Not Applicable,Dolby Digital,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hulu Plus,3840 x 2160 (4K),39.5 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,Yes,N/A,1.9 inches,N/A,N/A,23.6 pounds,Tru 4K Engine,N/A,22.4 inches,20.8 inches,N/A,8.54 inches,N/A,N/A,N/A,200mm x 200mm,No,N/A,12 United States dollars,N/A,N/A,23 pounds,3,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,N/A,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,105 kilowatt hours,N/A,Not Applicable,20 watts,N/A,N/A,0,3,Built-in Wi-Fi,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,S-Con,N/A,N/A,N/A,N/A,N/A,40 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|DVI|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,No,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1366 x 768,27.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,160 candela per square meter,Yes,N/A,3 inches,N/A,N/A,10.9 pounds,N/A,N/A,17.5 inches,15.5 inches,N/A,6.38 inches,N/A,N/A,N/A,200mm x 100mm,Yes,N/A,5 United States dollars,N/A,N/A,9.4 pounds,3,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,45 kilowatt hours,N/A,USB,12 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,28 inches,N/A,N/A,1,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video|Composite video|DVI|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,No,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,49.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,240 candela per square meter,Yes,N/A,3.25 inches,N/A,N/A,42.4 pounds,N/A,N/A,28.5 inches,26.38 inches,N/A,11.13 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,24 United States dollars,N/A,N/A,33.1 pounds,3,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,218 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50 inches,N/A,N/A,1,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
2,RF/antenna|Component video|Composite video|HDMI|USB 2.0,N/A,N/A,N/A,N/A,Dolby Digital,Yes,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1920 x 1080,41.9 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,2.2 inches,N/A,N/A,20.9 pounds,"Triple XD Engine, Just Scan (1:1 Pixel Matching), Real Cinema 24p",N/A,24 inches,22.3 inches,N/A,8.6 inches,N/A,N/A,N/A,N/A,N/A,N/A,8 United States dollars,N/A,N/A,20.3 pounds,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,71 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,N/A,1,None,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42 inches,N/A,N/A,N/A,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPN ScoreCenter,1080 x 1920,47.63 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,2,N/A,N/A,N/A,3.13 inches,N/A,N/A,N/A,N/A,N/A,26.5 inches,24.63 inches,N/A,9.38 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,12 United States dollars,N/A,N/A,29.1 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,240Hz,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,106 kilowatt hours,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,Silver,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,Smart,N/A,N/A,yes,N/A,N/A,48 inches,Silver,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hulu Plus|Netflix|YouTube,1080 x 1920,54.6 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,1,N/A,N/A,N/A,2.25 inches,N/A,N/A,41.9 pounds,N/A,N/A,28.38 inches,30.38 inches,N/A,9.75 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,9 United States dollars,N/A,N/A,40.8 pounds,3,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,240Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,81 kilowatt hours,N/A,SMART,24 watts,N/A,N/A,1,1,N/A,N/A,N/A,Silver,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Magic,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPN ScoreCenter|Facebook|HBO GO|Hulu Plus|Netflix|Pandora|Skype|YouTube,1080 x 1920,54.63 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,2,N/A,Yes,N/A,1.38 inches,N/A,N/A,36.8 pounds,N/A,N/A,29.5 inches,27.88 inches,N/A,10.5 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,10 United States dollars,N/A,N/A,32.6 pounds,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,240Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,93 kilowatt hours,N/A,HDMI,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Silver,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Smart Touch,N/A,N/A,yes,N/A,N/A,55 inches,Gold,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|DVI|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,No,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,49.5 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,Yes,N/A,3.25 inches,N/A,N/A,46.1 pounds,N/A,N/A,27.13 inches,26.38 inches,N/A,7.75 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,21 United States dollars,N/A,N/A,45.1 pounds,2,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,191 kilowatt hours,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,N/A,N/A,N/A,50 inches,N/A,N/A,1,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,N/A,No,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,39.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,3.75 inches,N/A,N/A,21.2 pounds,N/A,N/A,23.38 inches,21 inches,N/A,9 inches,N/A,N/A,N/A,200mm x 200mm,No,N/A,11 United States dollars,N/A,N/A,16.8 pounds,2,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,99 kilowatt hours,N/A,USB,10 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,40 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,Yes,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hulu Plus|Netflix|Pandora|YouTube,3840 x 2160,64.5 inches,N/A,N/A,N/A,Yes,Yes,N/A,N/A,1,N/A,N/A,N/A,1.88 inches,N/A,N/A,127.9 pounds,N/A,N/A,35 inches,34 inches,N/A,14.5 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,37 United States dollars,N/A,N/A,88.2 pounds,4,Yes,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,No,N/A,Yes,None,N/A,N/A,333 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,N/A,3,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,English|French|Spanish,N/A,Yes,No,N/A,Multifunction,N/A,N/A,yes,N/A,N/A,65 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
5,Component video,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Netflix,1080 x 1920,78.63 inches,N/A,N/A,N/A,Yes,Yes,N/A,N/A,2,N/A,Yes,N/A,3.44 inches,N/A,N/A,130.3 pounds,N/A,N/A,43.67 inches,41 inches,N/A,17.4 inches,N/A,N/A,N/A,400mm x 300mm,Yes,N/A,34 United States dollars,N/A,N/A,127.9 pounds,4,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,309 kilowatt hours,N/A,AC power,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Touchpad,N/A,N/A,yes,N/A,N/A,79 inches,N/A,N/A,0,Yes,N/A,2,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPN ScoreCenter|Facebook|HBO GO|Hulu Plus|Netflix|Pandora|Skype|YouTube,3840 x 2160,49.5 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,2,N/A,Yes,N/A,1.5 inches,N/A,N/A,N/A,N/A,N/A,27 inches,25.5 inches,N/A,10.63 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,19 United States dollars,N/A,N/A,32.4 pounds,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,175 kilowatt hours,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Silver,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Smart,N/A,N/A,yes,N/A,N/A,50 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Netflix|Pandora|VUDU|YouTube,1920 x 1080,60 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,Yes,N/A,3.75 inches,N/A,N/A,60 pounds,N/A,N/A,34 inches,31.63 inches,N/A,13 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,12 United States dollars,N/A,N/A,50.7 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,106 kilowatt hours,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Universal,N/A,N/A,yes,N/A,N/A,60 inches,Gold,N/A,0,Yes,N/A,2,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Amazon Video|Facebook|Hulu Plus|Radio|Netflix|Pandora|YouTube,1920 x 1080,54.64 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,Yes,N/A,2.5 inches,N/A,N/A,33 pounds,N/A,N/A,30 inches,28.15 inches,N/A,10.24 inches,N/A,N/A,N/A,200mm x 200mm,N/A,N/A,15 United States dollars,N/A,N/A,24.2 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,140.5 kilowatt hours,N/A,AC power,30 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CinemaNow|Facebook|Hulu Plus|Netflix|Pandora|Rhapsody|YouTube,1080 x 1920,69.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,2,N/A,Yes,N/A,3.28 inches,N/A,N/A,83.8 pounds,N/A,N/A,38.7 inches,37.33 inches,N/A,14.66 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,20 United States dollars,N/A,N/A,77.2 pounds,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,240Hz,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,178 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,1,2,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Universal,N/A,N/A,yes,N/A,N/A,70 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video,1300,N/A,Yes,Not Applicable,N/A,Yes,No,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1920 x 1080,55 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,700 candela per square meter,Yes,N/A,7.8 inches,N/A,N/A,125 pounds,N/A,N/A,33.5 inches,33.5 inches,N/A,7.8 inches,N/A,N/A,N/A,600mm x 200mm,No,N/A,13 United States dollars,N/A,N/A,120 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,Yes,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,122 kilowatt hours,N/A,Not Applicable,20 watts,N/A,N/A,1,0,N/A,N/A,N/A,Silver,No,N/A,LED,N/A,N/A,Outdoor,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,0,Yes,N/A,0,N/A,Yes,Yes,2,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,39.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,180 candela per square meter,Yes,N/A,3 inches,N/A,N/A,17.1 pounds,N/A,N/A,22.75 inches,20.38 inches,N/A,9 inches,N/A,N/A,N/A,200mm x 200mm,N/A,N/A,11.95 United States dollars,N/A,N/A,14.3 pounds,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,108.6 kilowatt hours,N/A,AC power,16 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,40 inches,N/A,N/A,0,Yes,N/A,2,N/A,N/A,N/A,1,N/A,N/A,N/A
